artist_name,year_artist_born,age,length,width,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
August Vilella,1986.0,36.0,42.5,33.5,1.0,2018.0,32.0,2549.46,3824.19,12046.2,1,1423.75,0
Matías Sánchez,1972.0,50.0,24.5,24.5,1.0,2012.0,40.0,1784.62,3569.24,14455.43,1,600.25,0
Maki Hosokawa,1980.0,42.0,53.0,45.0,1.0,2007.0,27.0,4461.55,8285.74,17667.75,1,2385.0,0
Ayako Rokkaku,1982.0,40.0,18.0,24.0,1.0,2007.0,25.0,17846.22,30593.51,61034.06,1,432.0,0
Aboudia,1983.0,39.0,210.0,230.0,1.0,2019.0,36.0,25494.59,50989.19,208800.72,1,48300.0,0
Xue Song,1965.0,57.0,53.0,41.5,1.0,1998.0,33.0,2549.46,5098.92,6103.41,1,2199.5,0
Xue Song,1965.0,57.0,60.4,50.2,1.0,1998.0,33.0,2549.46,5098.92,5621.56,1,3032.08,0
Yan Pei-Ming,1960.0,62.0,73.5,73.5,1.0,2013.0,53.0,764.84,1147.26,2248.62,3,5402.25,0
Fang Lijun,1963.0,59.0,79.5,119.5,1.0,1996.0,33.0,5098.92,7648.38,3533.55,5,9500.25,0
Liu Jianhua,1962.0,60.0,27.0,40.0,14.0,2003.0,41.0,5098.92,7648.38,7227.72,5,15120.0,0
Nobuyoshi Araki,1940.0,82.0,10.5,17.5,1.0,2016.0,76.0,637.36,892.31,1445.54,10,183.75,0
Nobuyoshi Araki,1940.0,82.0,10.7,8.7,1.0,2015.0,75.0,382.42,637.36,481.85,10,93.08999999999999,0
Nobuyoshi Araki,1940.0,82.0,10.7,8.7,1.0,2019.0,79.0,382.42,637.36,481.85,10,93.08999999999999,0
Nobuyoshi Araki,1940.0,82.0,10.7,8.7,1.0,2019.0,79.0,382.42,637.36,562.16,10,93.08999999999999,0
Yoshinori Mizutani,1987.0,35.0,79.6,52.5,1.0,2012.0,25.0,1274.73,2549.46,481.85,5,4179.0,0
Yoshinori Mizutani,1987.0,35.0,143.0,94.4,1.0,2013.0,26.0,2549.46,5098.92,1766.78,5,13499.2,0
Peter McDonald,1973.0,49.0,20.5,29.0,1.0,2012.0,39.0,3824.19,6373.65,6103.41,1,594.5,0
Todd James,1969.0,53.0,40.0,28.0,1.0,2016.0,47.0,1784.62,3059.35,3533.55,1,1120.0,0
Super Future Kid,1981.0,41.0,20.5,26.5,23.0,2019.0,38.0,1019.78,1529.68,1927.39,1,12494.75,0
Yoshitomo Nara,1959.0,63.0,28.0,15.0,17.0,2007.0,48.0,30593.51,57362.84,56215.58,5,7140.0,0
Javier Calleja,1971.0,51.0,15.0,10.0,1.0,2017.0,46.0,15296.76,38241.89,96369.57,1,150.0,0
Maiko Kobayashi,1977.0,45.0,34.0,27.5,1.0,2019.0,42.0,1274.73,2549.46,4176.01,1,935.0,0
Ayako Rokkaku,1982.0,40.0,72.5,81.0,1.0,2008.0,26.0,25494.59,50989.19,112431.16,1,5872.5,0
Ayako Rokkaku,1982.0,40.0,54.3,35.5,1.0,2007.0,25.0,15296.76,28044.05,38547.83,1,1927.6499999999999,0
Okokume,1985.0,37.0,75.5,112.0,1.0,2019.0,34.0,10197.84,19120.95,38547.83,5,8456.0,0
Kasing Lung,1972.0,50.0,29.5,21.0,1.0,2018.0,46.0,3824.19,6373.65,16061.59,7,619.5,0
Kasing Lung,1972.0,50.0,33.0,24.5,1.0,2001.0,29.0,1274.73,2549.46,1606.16,4,808.5,0
Mr Doodle,1994.0,28.0,29.0,18.0,2.0,2017.0,23.0,1529.68,3059.35,5139.71,4,1044.0,0
Mr Doodle,1994.0,28.0,14.5,10.0,1.0,2017.0,23.0,6373.65,10197.84,20880.07,4,145.0,0
Mr Doodle,1994.0,28.0,21.0,14.8,1.0,2018.0,24.0,1912.09,3824.19,7227.72,1,310.8,0
INVADER,1969.0,53.0,22.3,29.5,1.0,2018.0,49.0,10197.84,15296.76,12849.28,7,657.85,0
Stik,1979.0,43.0,28.0,34.0,1.0,2013.0,34.0,1912.09,3824.19,4497.25,3,952.0,0
D*Face,1978.0,44.0,66.0,66.0,1.0,2019.0,41.0,6373.65,8923.11,4818.48,5,4356.0,0
Clet Abraham,1966.0,56.0,60.0,60.0,1.5,2015.0,49.0,1274.73,2549.46,2088.01,4,5400.0,0
André Saraiva,1971.0,51.0,80.2,80.1,1.0,2017.0,46.0,2549.46,5098.92,4497.25,1,6424.0199999999995,0
José Parlá,1973.0,49.0,64.0,107.0,1.0,2019.0,46.0,6373.65,8923.11,16061.59,5,6848.0,0
Eddie Martinez,1977.0,45.0,22.0,17.0,1.0,2017.0,40.0,3059.35,5736.28,3854.78,10,374.0,0
Eddie Martinez,1977.0,45.0,80.5,21.0,5.5,2016.0,39.0,892.31,1147.26,4497.25,5,9297.75,0
Emily Mae Smith,1979.0,43.0,56.0,43.2,1.0,2017.0,38.0,1019.78,1529.68,5621.56,3,2419.2000000000003,0
Nam June Paik,1932.0,74.0,62.8,89.5,1.0,1992.0,60.0,1019.78,1912.09,1365.24,10,5620.599999999999,1
INVADER,1969.0,53.0,50.1,70.1,1.0,2006.0,37.0,3059.35,6118.7,16061.59,3,3512.0099999999998,0
Invader,1969.0,53.0,55.0,50.0,1.0,2018.0,49.0,1274.73,2549.46,5621.56,5,2750.0,0
Futura,1955.0,67.0,91.0,61.0,1.0,2016.0,61.0,3824.19,6373.65,5621.56,10,5551.0,0
Yoshitomo Nara,1959.0,63.0,76.2,52.7,1.0,2014.0,55.0,38241.89,63736.49,112431.16,10,4015.7400000000002,0
Yoshitomo Nara,1959.0,63.0,42.0,29.0,1.0,2012.0,53.0,12747.3,25494.59,44972.46,10,1218.0,0
Yoshitomo Nara,1959.0,63.0,46.0,46.0,1.0,2009.0,50.0,7648.38,10197.84,19273.91,5,2116.0,0
Ayako Rokkaku,1982.0,40.0,52.5,32.5,1.0,2020.0,38.0,8923.11,11472.57,22486.23,10,1706.25,0
Ayako Rokkaku,1982.0,40.0,72.0,57.0,1.0,2020.0,38.0,892.31,1147.26,1766.78,10,4104.0,0
Chiho Aoshima,1974.0,48.0,100.0,142.0,1.0,2001.0,27.0,5098.92,7648.38,6424.64,1,14200.0,0
Takashi Murakami,1962.0,60.0,63.5,50.0,1.0,2007.0,45.0,764.84,1147.26,1927.39,3,3175.0,0
Takashi Murakami,1962.0,60.0,71.0,1.0,1.0,2014.0,52.0,2549.46,5098.92,5621.56,3,71.0,0
Takashi Murakami,1962.0,60.0,65.2,65.2,1.0,2013.0,51.0,1912.09,3314.3,3051.7,3,4251.04,0
Takashi Murakami,1962.0,60.0,50.0,50.0,1.0,2001.0,39.0,1912.09,3824.19,2569.86,3,2500.0,0
Takashi Murakami,1962.0,60.0,30.0,30.0,1.0,2009.0,47.0,5098.92,10197.84,6745.87,3,900.0,0
Zevs,1977.0,45.0,69.8,50.0,1.0,2016.0,39.0,382.42,637.36,481.85,3,3490.0,0
Jerkface,1982.0,40.0,17.7,17.7,1.0,2018.0,36.0,509.89,1019.78,1525.85,5,313.28999999999996,0
Jerkface,1982.0,40.0,55.8,40.3,1.0,2015.0,33.0,637.36,1019.78,1124.31,5,2248.74,0
Jerkface,1982.0,40.0,85.0,113.2,1.0,2019.0,37.0,1529.68,3059.35,3533.55,5,9622.0,0
Jerkface,1982.0,40.0,54.3,84.2,1.0,2017.0,35.0,1019.78,1529.68,1606.16,5,4572.0599999999995,0
Matt Gondek,1982.0,40.0,61.0,48.5,1.0,2020.0,38.0,1274.73,2549.46,1606.16,10,2958.5,0
MADSAKI,1974.0,48.0,56.0,80.0,1.0,2020.0,46.0,1529.68,2549.46,1927.39,3,4480.0,0
Michael Kagan,1980.0,42.0,90.0,67.8,1.0,2019.0,39.0,1912.09,3824.19,6103.41,3,6102.0,0
Michael Kagan,1980.0,42.0,30.5,30.5,1.0,2020.0,40.0,637.36,892.31,963.7,3,930.25,0
Hajime Sorayama,1947.0,75.0,38.2,27.0,1.0,2017.0,70.0,1019.78,1912.09,1365.24,5,1031.4,0
Shepard Fairey,1950.0,72.0,59.0,43.0,1.0,2016.0,66.0,382.42,637.36,562.16,3,2537.0,0
Tetsuya Ishida,1973.0,32.0,39.2,44.5,1.0,2014.0,41.0,2549.46,5098.92,3212.32,10,1744.4,1
Yue Minjun,1962.0,60.0,110.0,80.5,1.0,2006.0,44.0,2549.46,4461.55,3854.78,10,8855.0,0
Yue Minjun,1962.0,60.0,110.0,80.5,1.0,2006.0,44.0,2549.46,4461.55,3212.32,10,8855.0,0
Joan Cornellà,1981.0,41.0,46.0,61.0,1.0,2019.0,38.0,637.36,1019.78,3854.78,3,2806.0,0
Mr Doodle,1994.0,28.0,52.0,77.0,1.0,2019.0,25.0,2549.46,5098.92,3854.78,3,4004.0,0
Mr Doodle,1994.0,28.0,40.2,58.0,1.0,2018.0,24.0,1274.73,2549.46,2730.47,10,2331.6000000000004,0
Mr Doodle,1994.0,28.0,42.0,59.5,1.0,2019.0,25.0,637.36,892.31,4176.01,5,2499.0,0
Mayuka Yamamoto,1964.0,58.0,40.0,25.0,1.0,2019.0,55.0,1019.78,1912.09,2569.86,10,1000.0,0
Mayuka Yamamoto,1964.0,58.0,40.0,30.0,1.0,2019.0,55.0,1019.78,1912.09,2409.24,10,1200.0,0
Kasing Lung,1972.0,50.0,58.5,41.3,1.0,2018.0,46.0,382.42,637.36,481.85,10,2416.0499999999997,0
Okokume,1985.0,37.0,25.0,23.0,16.0,2017.0,32.0,1912.09,3824.19,2569.86,5,9200.0,0
Javier Calleja,1971.0,51.0,33.8,16.5,17.5,2018.0,47.0,3824.19,6373.65,13652.36,5,9759.75,0
Daniel Arsham,1980.0,42.0,22.5,1.0,1.0,2019.0,39.0,8923.11,11472.57,12046.2,2,22.5,0
Sorayama Hajime,1947.0,75.0,32.5,8.0,7.5,2019.0,72.0,5098.92,7648.38,4818.48,2,1950.0,0
KAWS,1974.0,48.0,29.0,16.5,19.5,2013.0,39.0,637.36,1019.78,3051.7,5,9330.75,0
KAWS,1974.0,48.0,25.5,20.0,13.7,2018.0,44.0,1274.73,2549.46,3212.32,5,6987.0,0
KAWS,1974.0,48.0,35.5,37.5,15.5,2019.0,45.0,1912.09,3186.82,3533.55,5,20634.375,0
KAWS,1974.0,48.0,48.0,38.0,11.0,2016.0,42.0,2549.46,3824.19,3212.32,5,20064.0,0
Yusuke Hanai,1978.0,44.0,42.0,29.7,1.0,2016.0,38.0,637.36,892.31,803.08,3,1247.3999999999999,0
KAWS,1974.0,48.0,37.7,16.5,13.0,2012.0,38.0,7648.38,11472.57,17667.75,5,8086.650000000001,0
KAWS,1974.0,48.0,33.0,20.5,11.0,2002.0,28.0,1019.78,1912.09,3854.78,2,7441.5,0
KAWS,1974.0,48.0,10.0,10.0,5.5,2019.0,45.0,637.36,892.31,1044.0,2,550.0,0
Yoshitomo Nara,1959.0,63.0,2.0,17.0,17.0,2015.0,56.0,509.89,764.84,1445.54,10,578.0,0
Yayoi Kusama,1929.0,93.0,9.0,8.5,8.5,2015.0,86.0,509.89,764.84,722.77,2,650.25,0
Yayoi Kusama,1929.0,93.0,9.5,9.0,9.0,2015.0,86.0,509.89,764.84,883.39,2,769.5,0
Adolf Fleischmann,1892.0,76.0,65.0,50.0,1.0,1960.0,68.0,7503.3,9647.1,8778.86,10,3250.0,1
Adolf Fleischmann,1892.0,76.0,62.5,48.5,1.0,1951.0,59.0,7503.3,9647.1,10129.46,10,3031.25,1
Günther Förg,1952.0,61.0,180.0,150.0,1.0,1991.0,39.0,107190.0,160785.0,202589.1,1,27000.0,1
Imi Knoebel,1940.0,82.0,46.0,36.0,6.8,2014.0,74.0,27869.4,38588.4,35115.44,1,11260.8,0
Fritz Winter,1905.0,71.0,50.0,70.5,1.0,1951.0,46.0,8575.2,12862.8,13505.94,10,3525.0,1
Walter Stöhrer,1937.0,63.0,200.0,280.0,1.0,1981.0,44.0,37516.5,48235.5,54023.76,5,56000.0,1
Alexej von Jawlensky,1864.0,77.0,17.2,12.7,1.0,1936.0,72.0,32157.0,53595.0,51322.57,1,218.43999999999997,1
Henri Michaux,1899.0,85.0,53.0,36.0,1.0,1957.0,58.0,2572.56,3644.46,3781.66,1,1908.0,1
Andy Warhol,1928.0,59.0,100.0,80.0,1.0,1985.0,57.0,12862.8,16078.5,22960.1,3,8000.0,1
Sam Francis,1923.0,71.0,60.8,45.7,1.0,1990.0,67.0,25725.6,36444.6,40517.82,1,2778.56,1
Max Pechstein,1881.0,74.0,99.0,78.7,1.0,1921.0,40.0,128628.0,192942.0,256612.86,1,7791.3,1
Emil Nolde,1867.0,89.0,26.0,34.9,1.0,1913.0,46.0,25725.6,36444.6,67529.7,1,907.4,1
Otto Piene,1928.0,86.0,68.0,96.2,1.0,1973.0,45.0,42876.0,64314.0,51322.57,1,6541.6,1
Arnulf Rainer,1929.0,93.0,164.0,103.0,1.0,1987.0,58.0,85752.0,128628.0,243106.92,1,16892.0,0
Wolfgang Tillmans,1968.0,54.0,40.0,30.0,1.0,1993.0,25.0,4287.6,6431.4,4051.78,10,1200.0,0
Marcel Broodthaers,1924.0,52.0,82.0,119.0,1.0,1969.0,45.0,27869.4,38588.4,35115.44,10,9758.0,1
Martin Kippenberger,1953.0,44.0,21.0,29.5,1.0,1992.0,39.0,3215.7,5359.5,11480.05,4,619.5,1
Franz West,1947.0,65.0,85.0,40.0,42.0,2001.0,54.0,8575.2,12862.8,18908.32,2,142800.0,1
Norbert Schwontkowski,1949.0,64.0,160.0,200.0,1.0,2002.0,53.0,21438.0,32157.0,37816.63,1,32000.0,1
Herbert Zangs,1924.0,79.0,80.0,75.0,7.0,1970.0,46.0,10719.0,16078.5,10804.75,5,42000.0,1
Henk Peeters,1925.0,88.0,120.0,100.0,1.0,1961.0,36.0,10719.0,16078.5,13505.94,5,12000.0,1
Ad Dekkers,1938.0,36.0,125.0,125.0,3.0,1970.0,32.0,37516.5,53595.0,47270.79,5,46875.0,1
Arnulf Rainer,1929.0,93.0,34.0,25.0,1.0,1958.0,29.0,10719.0,16078.5,29713.07,5,850.0,0
Joseph Beuys,1921.0,65.0,21.0,29.5,1.0,1957.0,36.0,27869.4,38588.4,35115.44,4,619.5,1
Kurt Schwitters,1887.0,61.0,13.0,10.8,1.0,1937.0,50.0,12862.8,19294.2,27011.88,5,140.4,1
Walter Leblanc,1932.0,54.0,40.0,50.0,1.0,1960.0,28.0,6431.4,8575.2,11480.05,5,2000.0,1
Max Ackermann,1887.0,88.0,100.5,80.2,1.0,1952.0,65.0,10719.0,16078.5,35115.44,1,8060.1,1
Max Ackermann,1887.0,88.0,64.0,50.0,1.0,1956.0,69.0,6431.4,8575.2,17557.72,1,3200.0,1
Max Pechstein,1881.0,74.0,74.5,51.4,1.0,1919.0,38.0,21438.0,32157.0,43219.01,10,3829.2999999999997,1
Erich Heckel,1883.0,87.0,32.1,29.2,1.0,1910.0,27.0,107190.0,160785.0,121553.46,1,937.32,1
Markus Lüpertz,1941.0,81.0,98.0,96.0,1.0,1996.0,55.0,21438.0,32157.0,32414.26,1,9408.0,0
Gerhard Richter,1932.0,90.0,100.0,100.0,1.0,2014.0,82.0,16078.5,21438.0,29713.07,10,10000.0,0
Andy Denzler,1965.0,57.0,70.0,80.0,1.0,2017.0,52.0,16078.5,21438.0,22960.1,1,5600.0,0
James Rosenquist,1933.0,84.0,31.4,23.5,1.0,1989.0,56.0,7503.3,9647.1,35115.44,5,737.9,1
Jan Kaláb,1978.0,44.0,154.0,100.0,1.0,2021.0,43.0,12862.8,19294.2,16207.13,1,15400.0,0
Jan Kaláb,1978.0,44.0,80.0,200.0,1.0,2020.0,42.0,12862.8,19294.2,16207.13,1,16000.0,0
Michal Ožibko,1981.0,41.0,80.0,45.0,1.0,2020.0,39.0,7503.3,9647.1,9454.16,1,3600.0,0
Christoph Ruckhäberle,1972.0,50.0,160.0,110.0,1.0,2005.0,33.0,4287.6,6431.4,7428.27,1,17600.0,0
Paul Klee,1879.0,61.0,8.0,13.0,1.0,1912.0,33.0,16078.5,21438.0,20258.91,7,104.0,1
OTTO DIX,1891.0,78.0,43.5,35.5,1.0,1919.0,28.0,32157.0,53595.0,37816.63,10,1544.25,1
Asger Jorn,1914.0,59.0,50.5,38.0,1.0,1967.0,53.0,21438.0,32157.0,40517.82,1,1919.0,1
Anton Rooskens,1906.0,70.0,130.0,100.0,1.0,1973.0,67.0,16078.5,21438.0,20258.91,1,13000.0,1
Gerrit Benner,1897.0,84.0,37.0,49.0,1.0,1978.0,81.0,6431.4,8575.2,5402.38,10,1813.0,1
Jiri Georg Dokoupil,1954.0,68.0,100.0,100.0,1.0,1983.0,29.0,6431.4,8575.2,21609.5,1,10000.0,0
Günther Förg,1952.0,61.0,49.0,64.0,1.0,2001.0,49.0,857.52,1286.28,2160.95,10,3136.0,1
JonOne,1963.0,59.0,120.4,122.2,1.0,2016.0,53.0,10719.0,16078.5,12155.35,1,14712.880000000001,0
Mel Ramos,1935.0,83.0,63.0,35.5,1.0,1997.0,62.0,10719.0,16078.5,13505.94,1,2236.5,1
Gilbert and George,1942.0,80.0,88.5,103.0,1.0,2009.0,67.0,2358.18,3001.32,4321.9,10,9115.5,0
Keith Haring,1958.0,32.0,103.3,120.1,1.0,1983.0,25.0,10000.0,15000.0,37800.0,3,12406.33,1
Keith Haring,1958.0,32.0,34.3,41.9,1.0,1989.0,31.0,15000.0,20000.0,37800.0,3,1437.1699999999998,1
Robert Indiana,1928.0,90.0,80.0,80.0,1.0,1972.0,44.0,20000.0,30000.0,69300.0,10,6400.0,1
KAWS,1974.0,48.0,72.3,53.4,1.0,1999.0,25.0,10000.0,15000.0,37800.0,3,3860.8199999999997,0
KAWS,1974.0,48.0,72.3,53.5,1.0,1999.0,25.0,10000.0,15000.0,37800.0,3,3868.0499999999997,0
KAWS,1974.0,48.0,33.0,13.2,7.7,2016.0,42.0,1500.0,2500.0,1764.0,10,3354.12,0
Roy Lichtenstein,1923.0,74.0,90.6,65.1,1.0,1965.0,42.0,80000.0,120000.0,176400.0,3,5898.0599999999995,1
Roy Lichtenstein,1923.0,74.0,100.7,70.9,1.0,1976.0,53.0,8000.0,12000.0,25200.0,3,7139.630000000001,1
Roy Lichtenstein,1923.0,74.0,82.4,53.6,1.0,1982.0,59.0,40000.0,60000.0,69300.0,3,4416.64,1
Roy Lichtenstein,1923.0,74.0,71.0,95.0,1.0,1983.0,60.0,10000.0,15000.0,17640.0,5,6745.0,1
James Rosenquist,1933.0,84.0,92.6,190.7,1.0,1974.0,41.0,30000.0,50000.0,35280.0,10,17658.819999999996,1
James Rosenquist,1933.0,84.0,107.5,73.1,1.0,2004.0,71.0,3000.0,5000.0,2772.0,10,7858.249999999999,1
Andy Warhol,1928.0,59.0,31.5,20.3,13.5,1966.0,38.0,6000.0,8000.0,6930.0,3,8632.575,1
Andy Warhol,1928.0,59.0,114.7,74.7,1.0,1966.0,38.0,10000.0,15000.0,44100.0,3,8568.09,1
Andy Warhol,1928.0,59.0,116.0,75.4,1.0,1976.0,48.0,12000.0,18000.0,25200.0,3,8746.400000000001,1
Andy Warhol,1928.0,59.0,15.1,15.4,1.0,1967.0,39.0,25000.0,35000.0,69300.0,3,232.54,1
Andy Warhol,1928.0,59.0,100.0,80.0,1.0,1985.0,57.0,15000.0,25000.0,32760.0,3,8000.0,1
Andy Warhol,1928.0,59.0,96.6,96.7,1.0,1985.0,57.0,20000.0,30000.0,35280.0,3,9341.22,1
Andy Warhol,1928.0,59.0,21.2,13.2,1.0,1975.0,47.0,2000.0,3000.0,3276.0,10,279.84,1
Tom Wesselmann,1931.0,73.0,33.5,43.2,1.0,1970.0,39.0,5000.0,7000.0,6048.0,4,1447.2,1
Pablo Picasso,1881.0,92.0,46.5,37.5,1.0,1904.0,23.0,99907.92,149861.88,125883.98,3,1743.75,1
Pablo Picasso,1881.0,92.0,31.8,41.8,1.0,1936.0,55.0,37465.47,62442.45,47206.49,10,1329.24,1
Pablo Picasso,1881.0,92.0,78.6,43.0,1.0,1949.0,68.0,37465.47,49953.96,47206.49,10,3379.7999999999997,1
Pablo Picasso,1881.0,92.0,37.3,49.0,1.0,1963.0,82.0,9990.79,12488.49,13375.17,10,1827.6999999999998,1
Pablo Picasso,1881.0,92.0,83.3,47.5,1.0,1952.0,71.0,187327.35,312212.25,409122.93,10,3956.75,1
Pablo Picasso,1881.0,92.0,35.0,26.7,1.0,1962.0,81.0,14986.19,18732.74,22029.7,10,934.5,1
Pablo Picasso,1881.0,92.0,52.2,64.0,1.0,1959.0,78.0,14986.19,22479.28,23603.25,10,3340.8,1
Pablo Picasso,1881.0,92.0,34.9,27.0,1.0,1962.0,81.0,22479.28,27474.68,47206.49,10,942.3,1
Pablo Picasso,1881.0,92.0,64.0,52.9,1.0,1963.0,82.0,37465.47,62442.45,44059.39,10,3385.6,1
Pablo Picasso,1881.0,92.0,34.9,26.7,1.0,1944.0,63.0,9990.79,14986.19,20456.15,10,931.8299999999999,1
Pablo Picasso,1881.0,92.0,6.0,8.3,1.0,1968.0,87.0,2497.7,3746.55,7080.97,10,49.800000000000004,1
Pablo Picasso,1881.0,92.0,8.4,6.0,1.0,1968.0,87.0,2497.7,3746.55,7080.97,10,50.400000000000006,1
Pablo Picasso,1881.0,92.0,3.0,4.0,1.0,1960.0,79.0,3746.55,6244.25,7553.04,10,12.0,1
After Pablo Picasso,1881.0,92.0,60.3,49.7,1.0,1965.0,84.0,3746.55,6244.25,5035.36,10,2996.91,1
After Georges Braque,1882.0,81.0,37.5,105.0,1.0,1956.0,74.0,2497.7,3746.55,5035.36,10,3937.5,1
Georges Braque,1882.0,81.0,54.2,70.5,1.0,1958.0,76.0,2247.93,2747.47,2832.39,10,3821.1000000000004,1
Joan Miró,1893.0,90.0,105.3,69.7,1.0,1969.0,76.0,9990.79,14986.19,18882.6,3,7339.41,1
Joan Miró,1893.0,90.0,43.0,39.5,1.0,1975.0,82.0,2497.7,3746.55,3461.81,3,1698.5,1
Joan Miró,1893.0,90.0,68.0,53.5,1.0,1972.0,79.0,3746.55,6244.25,7867.75,3,3638.0,1
Joan Miró,1893.0,90.0,90.0,60.7,1.0,1980.0,87.0,3746.55,4995.4,8654.52,10,5463.0,1
Joan Miró,1893.0,90.0,61.0,89.8,1.0,1981.0,88.0,3746.55,4995.4,7867.75,10,5477.8,1
Joan Miró,1893.0,90.0,76.0,56.0,1.0,1974.0,81.0,3746.55,6244.25,7080.97,10,4256.0,1
Joan Miró,1893.0,90.0,69.7,49.8,1.0,1976.0,83.0,1873.27,2497.7,2832.39,10,3471.06,1
Joan Miró,1893.0,90.0,60.0,44.0,1.0,1969.0,76.0,3746.55,6244.25,11801.62,10,2640.0,1
Joan Miró,1893.0,90.0,55.3,75.7,1.0,1974.0,81.0,2497.7,3746.55,8654.52,10,4186.21,1
After Gustav Klimt,1862.0,56.0,47.0,45.3,1.0,1918.0,56.0,24976.98,37465.47,40912.29,10,2129.1,1
Henri de Toulouse-Lautrec,1864.0,37.0,43.2,62.0,1.0,1895.0,31.0,18732.74,31221.23,23603.25,10,2678.4,1
Henri de Toulouse-Lautrec,1864.0,37.0,124.5,89.5,1.0,1893.0,29.0,24976.98,37465.47,31470.99,10,11142.75,1
Henri de Toulouse-Lautrec,1864.0,37.0,44.0,32.2,1.0,1893.0,29.0,8741.94,12488.49,10228.07,10,1416.8000000000002,1
Henri de Toulouse-Lautrec,1864.0,37.0,50.0,38.0,1.0,1898.0,34.0,6244.25,8741.94,6294.2,10,1900.0,1
Henri de Toulouse-Lautrec,1864.0,37.0,62.5,80.5,1.0,1896.0,32.0,3746.55,6244.25,4720.65,10,5031.25,1
Marc Chagall,1887.0,98.0,38.1,52.7,1.0,1983.0,96.0,9990.79,14986.19,12588.4,10,2007.8700000000001,1
Marc Chagall,1887.0,98.0,64.3,49.5,1.0,1967.0,80.0,7493.09,9990.79,11014.85,10,3182.85,1
Marc Chagall,1887.0,98.0,51.2,66.0,1.0,1954.0,67.0,9990.79,14986.19,18882.6,10,3379.2000000000003,1
M. C. Escher,1898.0,74.0,36.2,24.7,1.0,1955.0,57.0,7493.09,9990.79,47206.49,10,894.1400000000001,1
Max Ernst,1891.0,85.0,43.5,37.0,1.0,1973.0,82.0,499.54,749.31,944.13,10,1609.5,1
Edvard Munch,1863.0,81.0,7.7,14.5,1.0,1892.0,29.0,6244.25,9990.79,7867.75,10,111.65,1
Edvard Munch,1863.0,81.0,46.0,61.0,1.0,1896.0,33.0,2497.7,3746.55,7080.97,10,2806.0,1
Giorgio Morandi,1890.0,74.0,23.4,24.0,1.0,1933.0,43.0,12488.49,18732.74,26750.35,3,561.5999999999999,1
After Henri Matisse,1869.0,85.0,36.5,48.0,1.0,1953.0,84.0,2497.7,3746.55,2202.97,10,1752.0,1
Henri Matisse,1869.0,85.0,30.5,20.5,1.0,1946.0,77.0,6244.25,8741.94,9441.3,10,625.25,1
Paul César Helleu,1859.0,68.0,41.4,57.0,1.0,1895.0,36.0,1873.27,2497.7,2517.68,10,2359.7999999999997,1
Leonor Fini,1908.0,88.0,31.8,23.8,1.0,1970.0,62.0,874.19,1123.96,1101.48,10,756.84,1
After Fernand Léger,1881.0,74.0,51.0,65.8,1.0,1949.0,68.0,1873.27,2497.7,2045.61,10,3355.7999999999997,1
Francis Bacon,1909.0,83.0,65.4,48.8,1.0,1987.0,78.0,12488.49,18732.74,31470.99,10,3191.52,1
Francis Bacon,1909.0,83.0,72.6,54.0,1.0,1983.0,74.0,8741.94,12488.49,26750.35,3,3920.3999999999996,1
Francis Bacon,1909.0,83.0,38.8,29.3,1.0,1981.0,72.0,9990.79,14986.19,29897.45,10,1136.84,1
Francis Bacon,1909.0,83.0,133.4,98.1,1.0,1992.0,83.0,9990.79,14986.19,22029.7,10,13086.539999999999,1
Francis Bacon,1909.0,83.0,32.5,28.0,1.0,1981.0,72.0,14986.19,22479.28,37765.19,10,910.0,1
Francis Bacon,1909.0,83.0,116.9,85.8,1.0,1984.0,75.0,7493.09,9990.79,17309.05,10,10030.02,1
Francis Bacon,1909.0,83.0,143.4,105.5,1.0,1989.0,80.0,12488.49,18732.74,18882.6,10,15128.7,1
Francis Bacon,1909.0,83.0,65.0,45.0,1.0,1987.0,78.0,4995.4,7493.09,12588.4,10,2925.0,1
Francis Bacon,1909.0,83.0,60.5,44.5,1.0,1987.0,78.0,4995.4,7493.09,20456.15,10,2692.25,1
Francis Bacon,1909.0,83.0,68.0,50.5,1.0,1987.0,78.0,6244.25,8741.94,14948.72,10,3434.0,1
Francis Bacon,1909.0,83.0,65.6,48.5,1.0,1979.0,70.0,18732.74,24976.98,44059.39,10,3181.6,1
Francis Bacon,1909.0,83.0,85.0,63.0,1.0,1977.0,68.0,6244.25,8741.94,20456.15,10,5355.0,1
Francis Bacon,1909.0,83.0,48.5,36.5,1.0,1976.0,67.0,4995.4,7493.09,11014.85,3,1770.25,1
Willem De Kooning,1904.0,93.0,71.8,62.9,1.0,1986.0,82.0,7493.09,9990.79,20456.15,10,4516.219999999999,1
Frank Stella,1936.0,86.0,115.0,101.0,1.0,1982.0,46.0,6244.25,8741.94,8654.52,10,11615.0,0
Sol LeWitt,1928.0,79.0,134.1,134.1,1.0,1996.0,68.0,8741.94,12488.49,11014.85,10,17982.809999999998,1
Frank Stella,1936.0,86.0,48.0,48.0,1.0,1973.0,37.0,3746.55,6244.25,5507.42,3,2304.0,0
Victor Vasarely,1906.0,91.0,115.6,71.7,1.0,1976.0,70.0,1873.27,2497.7,2517.68,10,8288.52,1
Victor Vasarely,1906.0,91.0,115.6,71.7,1.0,1976.0,70.0,1873.27,2497.7,4720.65,10,8288.52,1
