artist_name,year_artist_born,age,length,width,title_of_work,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Arman,1928.0,77.0,68.5,40.6,Tortured Violin,5.0,1969.0,41.0,30000.0,40000.0,30240.0,10,13905.5,1
Jim Dine,1935.0,87.0,41.3,27.3,Self-Portrait,1.0,1990.0,55.0,8000.0,12000.0,11970.0,10,1127.49,0
Öyvind Fahlström,1928.0,48.0,40.6,50.8,Performance Drawing,1.0,1968.0,40.0,10000.0,15000.0,20160.0,7,2062.48,1
Alirio Palacios,1938.0,77.0,152.4,83.8,Retrato,1.0,2011.0,73.0,8000.0,12000.0,15120.0,1,12771.12,1
Marisol Escobar,1930.0,86.0,30.4,22.8,Social Security,16.5,1975.0,45.0,4000.0,6000.0,37800.0,6,11436.48,1
David Bowes,1957.0,65.0,55.9,50.8,Untitled,1.0,1988.0,31.0,100.0,200.0,2268.0,1,2839.72,0
Philip Guston,1913.0,67.0,63.5,46.4,Woman,1.0,1944.0,31.0,6000.0,8000.0,7560.0,3,2946.4,1
Saul Steinberg,1914.0,85.0,30.5,43.2,4 Postcards Table,1.0,1974.0,60.0,8000.0,12000.0,13860.0,10,1317.6000000000001,1
George Morton-Clark,1982.0,40.0,173.4,152.4,Interest Free Conversation,1.0,2017.0,35.0,12000.0,18000.0,35280.0,1,26426.160000000003,0
Andy Warhol,1928.0,59.0,43.2,35.5,Soldier with Yo-Yo,1.0,1955.0,27.0,5000.0,7000.0,6930.0,4,1533.6000000000001,1
Anh Duong,1960.0,62.0,122.0,122.0,Inventaire de l'insoluble [Inventory of the Insoluble],1.0,2000.0,40.0,3000.0,5000.0,22680.0,1,14884.0,0
Eric Fischl,1948.0,74.0,101.6,55.9,Untitled (Study for Growing Up),1.0,1987.0,39.0,20000.0,30000.0,23940.0,1,5679.44,0
Robert Graham,1938.0,70.0,45.7,11.4,Elisa,21.6,1993.0,55.0,10000.0,15000.0,23940.0,2,11253.168000000003,1
Philip Guston,1913.0,67.0,27.6,21.3,Peter Viereck,1.0,1969.0,56.0,7000.0,9000.0,13860.0,8,587.88,1
Robert Graham,1938.0,70.0,41.0,6.0,Gabriella,6.0,1998.0,60.0,4000.0,6000.0,1638.0,2,1476.0,1
Andy Warhol,1928.0,59.0,42.5,35.2,Dog,1.0,1957.0,29.0,5000.0,7000.0,9450.0,4,1496.0000000000002,1
Hunt Slonem,1951.0,71.0,54.9,46.9,Oriole,1.0,1992.0,41.0,4000.0,6000.0,4032.0,1,2574.81,0
Alexander Calder,1898.0,78.0,28.9,26.4,"i. Sandra Calder, ii. Louisa Calder, [Two Works]",1.0,1944.0,46.0,8000.0,12000.0,10080.0,10,762.9599999999999,1
Stephan Balkenhol,1957.0,65.0,57.7,25.0,"i. Man in White Shirt, ii. Woman in Orange Pants with Hand on Hip, [Two works]",18.0,2001.0,44.0,18000.0,25000.0,37800.0,10,25965.0,0
Ernest Tino Trova,1927.0,95.0,68.6,30.5,Study/Falling Man (Flapman),30.5,1970.0,43.0,3000.0,5000.0,11340.0,2,63815.149999999994,0
Emilio Sánchez,1921.0,78.0,104.1,129.5,Sin título,1.0,1980.0,59.0,15000.0,20000.0,37800.0,1,13480.949999999999,1
Richard Lindner,1901.0,77.0,69.2,63.5,HIT,1.0,1969.0,68.0,7000.0,9000.0,32760.0,1,4394.2,1
Jedd Garet,1955.0,67.0,185.4,144.8,Behind the Table,1.0,1980.0,25.0,1000.0,2000.0,2016.0,1,26845.920000000002,0
Arturo Correa,1967.0,55.0,85.1,179.7,A Map to a Tangled Path,1.0,2020.0,53.0,7000.0,9000.0,12600.0,1,15292.469999999998,0
Robert Goodnough,1917.0,93.0,55.2,50.2,Untitled,1.0,1965.0,48.0,8000.0,12000.0,8190.0,1,2771.0400000000004,1
Franz Ackermann,1963.0,59.0,13.0,19.0,MIC - Millennium Information Center,1.0,2000.0,37.0,4000.0,6000.0,1134.0,10,247.0,0
John Kørner,1967.0,55.0,240.0,180.3,The Turkish Man,1.0,2004.0,37.0,4000.0,6000.0,7560.0,1,43272.0,0
David LaChapelle,1963.0,59.0,74.0,101.3,"""Last Supper"" (from 'Jesus is my Homeboy')",1.0,2003.0,40.0,15000.0,25000.0,63000.0,7,7496.2,0
Vik Muniz,1961.0,61.0,112.4,101.0,"View of Toledo, after El Greco (from 'Pictures of Magazine 2')",1.0,2013.0,52.0,20000.0,30000.0,32760.0,5,11352.400000000001,0
Richard Stankiewicz,1922.0,61.0,198.1,142.8,Australia No. II,142.8,1969.0,47.0,20000.0,30000.0,52920.0,2,4039623.5040000007,1
Vik Muniz,1961.0,61.0,101.6,127.6,"Almond Blossom, after van Gogh (from 'Pictures of Magazines')",1.0,2005.0,44.0,20000.0,30000.0,107100.0,5,12964.159999999998,0
Tony Bennett,1926.0,96.0,68.6,54.6,Monet's Garden,1.0,1992.0,66.0,2000.0,3000.0,7560.0,1,3745.56,0
Donald Sultan,1951.0,71.0,35.6,34.3,Three Eggs and Roses Dec 18 1998,1.0,1998.0,47.0,5000.0,7000.0,12600.0,7,1221.08,0
Paul Jenkins,1923.0,89.0,109.9,78.7,Phenomena Magellan's Wake,1.0,1976.0,53.0,4000.0,6000.0,20160.0,1,8649.130000000001,1
William Daniels,1976.0,46.0,26.9,28.3,Untitled,1.0,2011.0,35.0,5000.0,7000.0,5040.0,1,761.27,0
Chuck Close,1940.0,82.0,210.8,156.2,The Ballerina,1.0,1962.0,22.0,12000.0,18000.0,40320.0,1,32926.96,0
Jean-Baptiste Bernadet,1978.0,44.0,235.0,210.0,Untitled (Vetiver XV),1.0,2015.0,37.0,12000.0,18000.0,11970.0,1,49350.0,0
Santiago Cárdenas,1937.0,85.0,95.9,111.8,Sin título (Naturaleza muerta),1.0,1998.0,61.0,10000.0,15000.0,9450.0,1,10721.62,0
Sirous Namazi,1970.0,52.0,168.3,175.3,Untitled (Modules),29.2,2007.0,37.0,5000.0,7000.0,4032.0,5,861487.3080000001,0
Jean-Baptiste Bernadet,1978.0,44.0,49.8,39.7,Untitled (Reservoir XIV),1.0,2015.0,37.0,2000.0,3000.0,7560.0,1,1977.06,0
Afro,1912.0,64.0,48.3,66.7,Il mare nella conchiglia [The Sea in the Seashell],1.0,1957.0,45.0,6000.0,8000.0,52920.0,10,3221.61,1
Tony Lewis,1986.0,36.0,22.2,30.5,Untitled,1.0,2018.0,32.0,4000.0,6000.0,2394.0,10,677.1,0
Kenneth Noland,1924.0,86.0,134.6,163.8,Painted Desert,1.0,1979.0,55.0,7000.0,10000.0,21420.0,10,22047.48,1
Alfred Leslie,1927.0,95.0,45.7,61.0,L,1.0,1959.0,32.0,4000.0,6000.0,27720.0,10,2787.7000000000003,0
Fay Lansner,1921.0,89.0,50.2,64.8,Untitled,1.0,1981.0,60.0,2000.0,3000.0,4410.0,1,3252.96,1
Eugène Leroy,1910.0,90.0,54.6,46.3,Femme debout (Mujer erguida),1.0,1953.0,43.0,5000.0,7000.0,27720.0,1,2527.98,1
Billy Copley,1946.0,76.0,208.3,157.5,Undefined Street Scene,1.0,1983.0,37.0,3000.0,5000.0,1638.0,1,32807.25,0
Manuel Mendive,1944.0,78.0,92.7,111.1,Untitled,1.0,1999.0,55.0,5000.0,7000.0,15120.0,1,10298.97,0
Parker Ito,1986.0,36.0,172.7,111.7,The Most Infamous Girl in the History of the Internet,1.0,2010.0,24.0,2000.0,3000.0,4788.0,1,19290.59,0
Carmelo Niño,1951.0,71.0,150.5,120.7,Arlequín en rojo,1.0,2015.0,64.0,4000.0,6000.0,15120.0,1,18165.350000000002,0
Eric Doeringer,1974.0,48.0,25.4,25.4,Appropriation of Jean-Michel Basquiat,1.0,2006.0,32.0,1000.0,2000.0,1890.0,1,645.16,0
Red Grooms,1937.0,85.0,129.5,92.7,Picassos By the Sea,62.2,1974.0,37.0,10000.0,15000.0,12600.0,10,746689.2300000001,0
FAILE,1999.0,23.0,200.6,234.9,Untitled,1.0,2008.0,9.0,5000.0,7000.0,6300.0,1,47120.94,0
Red Grooms,1937.0,85.0,100.3,85.7,Barbara,50.8,1987.0,50.0,8000.0,12000.0,8190.0,2,436662.0679999999,0
Josh Smith,1976.0,46.0,60.9,45.7,Untitled (JS07295),1.0,2008.0,32.0,3000.0,5000.0,10080.0,1,2783.13,0
Amanda Ross-Ho,1975.0,47.0,132.1,121.9,Gone Tomorrow,1.0,2013.0,38.0,8000.0,12000.0,10080.0,2,16102.99,0
Cornelius Quabeck,1974.0,48.0,114.9,90.2,Hybris,1.0,2005.0,31.0,1000.0,1500.0,630.0,3,10363.980000000001,0
Genieve Figgis,1972.0,50.0,31.0,37.4,Bath Time,1.0,2014.0,42.0,26797.5,37516.5,40517.82,1,1159.3999999999999,0
Louise Bourgeois,1911.0,99.0,20.6,12.0,Untitled,1.0,2002.0,91.0,25725.6,32157.0,32414.26,7,247.20000000000002,1
Mary Bauermeister,1934.0,88.0,17.4,17.4,Jewel box,7.0,1970.0,36.0,10719.0,16078.5,13505.94,10,2119.3199999999997,0
Jean Dubuffet,1901.0,84.0,31.0,12.0,Le Nez Tombant,10.5,1959.0,58.0,321570.0,535950.0,661898.25,10,3906.0,1
Jean Dubuffet,1901.0,84.0,49.5,66.4,Empreinte VI,1.0,1957.0,56.0,16078.5,21438.0,20258.91,10,3286.8,1
Hans Hartung,1904.0,85.0,20.5,16.0,Untitled,1.0,1949.0,45.0,32157.0,53595.0,47270.79,1,328.0,1
Zao Wou-Ki,1921.0,92.0,21.0,26.0,Untitled,1.0,1949.0,28.0,107190.0,160785.0,297130.68,1,546.0,1
Serge Poliakoff,1906.0,63.0,81.0,100.0,Untitled,1.0,1966.0,60.0,85752.0,128628.0,135059.4,1,8100.0,1
Jean-Michel Atlan,1913.0,47.0,60.0,92.0,Guardaia,1.0,1958.0,45.0,53595.0,75033.0,202589.1,1,5520.0,1
Maria Elena Vieira da Silva,1908.0,84.0,50.0,65.0,Allègre,1.0,1961.0,53.0,32157.0,53595.0,74282.67,1,3250.0,1
François Morellet,1926.0,90.0,49.5,49.5,Pliage a 45° d’un demi-cercle passant par le milieu d’un carré,1.0,1977.0,51.0,3215.7,5359.5,12155.35,4,2450.25,1
Carlos Cruz-Diez,1923.0,96.0,48.0,48.5,Square 8,4.0,2008.0,85.0,3215.7,5359.5,5402.38,10,9312.0,1
Jean-Pierre Yvaral,1934.0,68.0,40.0,40.0,Difraction Polychrome,1.0,1970.0,36.0,3215.7,5359.5,5132.26,1,1600.0,1
Bernard Aubertin,1934.0,81.0,50.0,90.0,One Tableau Clous,1.0,1968.0,34.0,5359.5,7503.3,8103.56,1,4500.0,1
José María Sicilia,1954.0,68.0,62.0,62.0,Untitled,1.0,1989.0,35.0,1071.9,1607.85,1350.59,5,3844.0,0
Claude Viallat,1936.0,86.0,208.0,279.0,Empreinte,1.0,1971.0,35.0,10719.0,16078.5,40517.82,1,58032.0,0
Hervé Télémaque,1937.0,85.0,59.8,80.5,Une passion dans le désert,1.0,1969.0,32.0,12862.8,19294.2,54023.76,1,4813.9,0
Mimmo Paladino,1948.0,74.0,174.5,115.0,Settimana Ottamana VI,1.0,1986.0,38.0,21438.0,32157.0,37816.63,1,20067.5,0
Gérard Titus-Carmel,1942.0,80.0,50.0,64.5,Trois barres biffées,1.0,1970.0,28.0,535.95,750.33,1755.77,4,3225.0,0
Dominique Grisor,1947.0,75.0,100.0,80.5,Alan Bay,1.0,1995.0,48.0,2143.8,3215.7,14856.53,1,8050.0,0
Jean Dubuffet,1901.0,84.0,24.5,18.0,Personnage en pied,1.0,1967.0,66.0,21438.0,32157.0,27011.88,10,441.0,1
Maurice Estève,1904.0,97.0,30.5,23.5,Composition,1.0,1965.0,61.0,4287.6,6431.4,14856.53,10,716.75,1
Maurice Estève,1904.0,97.0,50.5,61.5,Untitled,1.0,1969.0,65.0,6431.4,8575.2,74282.67,1,3105.75,1
Jean Fautrier,1898.0,66.0,37.0,25.0,Nude,1.0,1927.0,29.0,2143.8,3215.7,8778.86,10,925.0,1
Jean Fautrier,1898.0,66.0,32.0,25.0,Nude,1.0,1944.0,46.0,1607.85,2143.8,5132.26,7,800.0,1
Miodrag Đurić Dado,1933.0,77.0,162.0,129.5,Le Conseiller Crespel,1.0,1966.0,33.0,16078.5,21438.0,56724.95,1,20979.0,1
Miodrag Đurić Dado,1933.0,77.0,65.0,54.0,Untitled,1.0,1961.0,28.0,4287.6,6431.4,18908.32,1,3510.0,1
Paul Jenkins,1923.0,89.0,76.5,101.5,Phenomena Fredricksted Final Stay,1.0,1979.0,56.0,10719.0,16078.5,20258.91,1,7764.75,1
Paul Jenkins,1923.0,89.0,76.5,101.5,Tibetan Cascade,1.0,1982.0,59.0,10719.0,16078.5,21609.5,1,7764.75,1
André Lanskoy,1902.0,74.0,100.0,73.0,Untitled,1.0,1971.0,69.0,21438.0,32157.0,27011.88,1,7300.0,1
André Lanskoy,1902.0,74.0,60.0,73.0,L'Ermitage de l'Ecureuil,1.0,1959.0,57.0,25725.6,27869.4,47270.79,1,4380.0,1
André Lanskoy,1902.0,74.0,25.0,30.0,Untitled,1.0,1948.0,46.0,4287.6,6431.4,5402.38,10,750.0,1
Camille Bryen,1907.0,70.0,35.0,26.5,Untitled,1.0,1973.0,66.0,2143.8,3215.7,17557.72,1,927.5,1
Pierre Alechinsky,1927.0,95.0,50.0,64.5,Terril XIX,1.0,2006.0,79.0,19294.2,26797.5,24310.69,7,3225.0,0
Corneille,1922.0,100.0,60.0,81.0,Le Temps des oiseaux,1.0,1964.0,42.0,16078.5,21438.0,64828.51,1,4860.0,0
Tom Wesselmann,1931.0,73.0,10.0,15.0,"Study for Sunset Nude, with Matisse apples on pink tablecloth",1.0,2003.0,72.0,10719.0,16078.5,22960.1,7,150.0,1
Jean Tinguely,1925.0,66.0,51.0,53.5,"Visions-Multi ""Meta""",1.0,1982.0,57.0,10719.0,16078.5,18908.32,10,2728.5,1
César,1921.0,77.0,145.5,103.0,Relief,21.0,1957.0,36.0,85752.0,128628.0,81035.64,10,314716.5,1
César,1921.0,77.0,41.5,20.0,Compression de canettes,20.0,1990.0,69.0,16078.5,21438.0,24310.69,10,16600.0,1
César,1921.0,77.0,101.0,81.0,Portrait de compression,1.0,1982.0,61.0,6431.4,8575.2,20258.91,10,8181.0,1
Niki de Saint-Phalle,1930.0,72.0,61.5,47.5,L'oiseau amoureux (vase),19.0,1990.0,60.0,25725.6,32157.0,35115.44,5,55503.75,1
Niki de Saint Phalle,1930.0,72.0,37.0,14.5,California Nana Vase,1.0,2000.0,70.0,16078.5,21438.0,22960.1,5,536.5,1
Ben Vautier,1935.0,87.0,130.0,160.0,Pourquoi L'art?,1.0,1990.0,55.0,21438.0,32157.0,20258.91,1,20800.0,0
Ben Vautier,1935.0,87.0,131.0,128.0,Moi aussi je pleure pour qu'on m'oublie pas,1.0,1985.0,50.0,8575.2,12862.8,11480.05,5,16768.0,0
Arman,1928.0,77.0,120.0,120.0,Untitled,1.0,1968.0,40.0,21438.0,32157.0,24310.69,10,14400.0,1
Pierre Alechinsky,1927.0,95.0,23.5,9.5,"Rouleau d'écriture ""Oiseau de mer"" and ""Visage et serpent""",1.0,1973.0,46.0,3215.7,5359.5,7428.27,2,223.25,0
Daniel Arsham,1980.0,42.0,19.5,30.0,"RIMOWA x Daniel Arsham ""Eroded Attaché""",9.0,2019.0,39.0,2143.8,3215.7,2701.19,7,5265.0,0
Vhils,1983.0,39.0,162.0,94.0,Glimpse of a fading moment I,1.0,2009.0,26.0,10719.0,16078.5,17557.72,10,15228.0,0
Vhils,1983.0,39.0,121.0,54.5,Remains Series 2,1.0,2009.0,26.0,7503.3,9647.1,10804.75,10,6594.5,0
Chu Teh-Chun,1920.0,94.0,13.0,94.0,Stèle F36,3.0,2006.0,86.0,3215.7,5359.5,9454.16,10,3666.0,1
Chu Teh-Chun,1920.0,94.0,13.0,94.0,Stèle F34,3.0,2006.0,86.0,3215.7,5359.5,8103.56,10,3666.0,1
Zao Wou-Ki,1921.0,92.0,49.7,71.4,À la Gloire de l'Image et Art Poétique,1.0,1976.0,55.0,7503.3,10719.0,12155.35,10,3548.5800000000004,1
Zao Wou-Ki,1921.0,92.0,57.0,42.0,Untitled,1.0,1971.0,50.0,2143.8,3215.7,4727.08,3,2394.0,1
Wu Tien-Chang,1956.0,66.0,120.0,173.5,Spirit Dreaming Conjuration,1.0,2004.0,48.0,2143.8,3215.7,2701.19,5,20820.0,0
Terence Koh,1977.0,45.0,156.0,26.5,Buddha,26.5,2006.0,29.0,3215.7,5359.5,4321.9,7,109551.0,0
Adrian Schiess,1959.0,63.0,30.5,25.0,Untitled,15.0,2003.0,44.0,750.33,1071.9,945.42,5,11437.5,0
Adrian Schiess,1959.0,63.0,30.0,60.0,Coucher du soleil,3.0,2001.0,42.0,1071.9,1607.85,1350.59,5,5400.0,0
Adrian Schiess,1959.0,63.0,51.0,31.0,Mon jardin en pleine lune,4.0,1999.0,40.0,1071.9,1607.85,1350.59,1,6324.0,0
Michel Rovner,1957.0,65.0,98.5,119.5,Untitled,1.0,1996.0,39.0,2143.8,3215.7,12830.64,10,11770.75,0
Michael van Ofen,1956.0,66.0,80.0,90.0,Untitled,1.0,1988.0,32.0,2143.8,3215.7,3241.43,1,7200.0,0
André Maire,1898.0,86.0,60.5,64.0,Scène de plage,1.0,1971.0,73.0,2143.8,3215.7,20258.91,1,3872.0,1
Pierre-Auguste Renoir,1841.0,78.0,8.0,12.0,Odalisque (Delteil 35),1.0,1904.0,63.0,2143.8,3215.7,29713.07,10,96.0,1
Iba Ndiaye,1928.0,80.0,80.0,130.0,Untitled,1.0,1987.0,59.0,1071.9,2143.8,1485.65,1,10400.0,1
László Méhes,1944.0,78.0,122.0,81.5,Suzanne au bain,1.0,1990.0,46.0,1071.9,2143.8,1485.65,1,9943.0,0
Edvard Munch,1863.0,81.0,31.5,42.5,The women and the Skeleton,1.0,1896.0,33.0,7648.38,10197.84,19273.91,5,1338.75,1
Li Yuan-Chia,1929.0,65.0,35.5,100.0,Senza titolo,1.0,1962.0,33.0,2549.46,5098.92,6745.87,7,3550.0,1
Peter McDonald,1973.0,49.0,29.0,41.0,Auction Party,1.0,2011.0,38.0,3824.19,7648.38,25698.55,1,1189.0,0
Adam Neate,1977.0,45.0,76.7,61.0,The Hug,1.0,2012.0,35.0,127.47,254.95,642.46,10,4678.7,0
Peter Fraser,1953.0,69.0,50.5,74.5,A City in the Mind,1.0,2008.0,55.0,7648.38,10197.84,1284.93,10,3762.25,0
Jean Carzou,1907.0,93.0,55.0,65.0,La Chambre Bleue,1.0,1979.0,72.0,12747.3,25494.59,8833.88,1,3575.0,1
Ciliana Villegas,1962.0,60.0,142.0,1.0,Hélène sous la pluie,1.0,2005.0,43.0,10197.84,12747.3,11243.12,2,142.0,0
Li Yuan-Chia,1929.0,65.0,26.5,38.7,Senza titolo,1.0,2018.0,89.0,2549.46,5098.92,2409.24,7,1025.5500000000002,1
Li Yuan-Chia,1929.0,65.0,107.5,77.0,Senza titolo,1.0,1958.0,29.0,6373.65,10197.84,5621.56,7,8277.5,1
Peter Alexander Hay,1866.0,86.0,82.5,101.5,The Eve of St. Agnes,1.0,1905.0,39.0,7648.38,10197.84,6424.64,1,8373.75,1
Adam Neate,1977.0,45.0,72.5,83.0,The Wine Drinker,29.0,2011.0,34.0,3824.19,6373.65,3533.55,1,174507.5,0
Erica Hestu Wahyuni,1971.0,51.0,150.0,100.0,Panen Mas III (Golden Harvest III),1.0,2002.0,31.0,3824.19,6373.65,2088.01,1,15000.0,0
David Chan,1979.0,43.0,123.0,1.0,Spot the Ugly Duckling,1.0,2004.0,25.0,4461.55,7011.01,3212.32,1,123.0,0
Ronald Caringal,1980.0,42.0,183.0,244.0,Art Gasm,1.0,2011.0,31.0,2549.46,3824.19,25698.55,1,44652.0,0
Matt Mullican,1951.0,71.0,245.0,245.0,Untitled (World),1.0,1982.0,31.0,6431.4,8575.2,6752.97,5,60025.0,0
Fausto Melotti,1901.0,85.0,25.5,25.0,Cerchi,4.0,1955.0,54.0,16078.5,21438.0,37816.63,10,2550.0,1
Damien Hirst,1965.0,57.0,100.0,100.0,Water H6-9 (from The Elements series),1.0,2020.0,55.0,10719.0,16078.5,51322.57,10,10000.0,0
Aboudia,1983.0,39.0,121.4,152.0,La Victoire,1.0,2016.0,33.0,16078.5,21438.0,94541.58,1,18452.8,0
Invader,1969.0,53.0,61.8,61.8,Rubik Blind Faith,8.0,2009.0,40.0,48235.5,69673.5,67529.7,10,30553.92,0
Vik Muniz,1961.0,61.0,121.92,171.5,"Haystack #3, after Monet (from Pictures of Color)",1.0,2001.0,40.0,8575.2,10719.0,40517.82,7,20909.28,0
KAWS,1974.0,48.0,81.2,81.2,Presenting the past,1.0,2014.0,40.0,10719.0,16078.5,22960.1,3,6593.4400000000005,0
KAWS,1974.0,48.0,31.2,19.4,"KAWS X Hajime Sorayama, No Future Companion (Silver Chrome)",19.4,2008.0,34.0,8575.2,12862.8,12155.35,2,11742.431999999999,0
George Condo,1957.0,65.0,34.0,27.4,Untitled,1.0,1983.0,26.0,8575.2,12862.8,13505.94,1,931.5999999999999,0
A. R. Penck,1939.0,83.0,21.0,29.5,Untitled,1.0,1980.0,41.0,4287.6,6431.4,4727.08,1,619.5,0
Rainer Fetting,1949.0,73.0,203.5,175.0,Balance,2.0,1988.0,39.0,19294.2,26797.5,51322.57,1,71225.0,0
Martin Disler,1949.0,47.0,200.7,125.0,Untitled,2.3,1987.0,38.0,19294.2,26797.5,27011.88,1,57701.25,1
Martin Disler,1949.0,47.0,41.5,39.2,Untitled,1.0,1991.0,42.0,1071.9,1607.85,1215.53,1,1626.8000000000002,1
Matthew Day Jackson,1974.0,48.0,29.2,57.6,Mexico City 1968,4.6,2004.0,30.0,10719.0,16078.5,10129.46,10,7736.831999999999,0
Yoshitomo Nara,1959.0,63.0,61.0,45.5,Marching on a Butterbur Leaf,1.0,2019.0,60.0,750.33,964.71,2566.13,3,2775.5,0
Yoshitomo Nara,1959.0,63.0,68.5,43.0,Banging the drum,1.0,2020.0,61.0,643.14,857.52,1080.48,3,2945.5,0
Marcello Maloberti,1966.0,56.0,107.0,70.0,Senza titolo,1.0,2000.0,34.0,857.52,1286.28,1080.48,5,7490.0,0
Giulio Paolini,1940.0,82.0,25.0,26.0,Senza titolo,1.0,1973.0,33.0,8575.2,12862.8,9454.16,5,650.0,0
Mario Schifano,1934.0,64.0,71.5,101.5,Futurismo rivisitato,1.0,1977.0,43.0,42876.0,64314.0,37816.63,1,7257.25,1
Damien Hirst,1965.0,57.0,35.0,36.4,Butterfly Heart (Small) (H7-4),1.0,2020.0,55.0,1071.9,1607.85,4321.9,10,1274.0,0
Giorgio Griffa,1936.0,86.0,77.5,137.0,Verticale policromo,1.0,1977.0,41.0,19294.2,25725.6,29713.07,1,10617.5,0
Ben Nicholson,1894.0,88.0,49.0,43.5,Sept 58 (Ramos),1.0,1958.0,64.0,19294.2,26797.5,43219.01,10,2131.5,1
Maria Lai,1919.0,94.0,106.5,75.6,Senza titolo,5.0,2008.0,89.0,32157.0,42876.0,40517.82,10,40257.0,1
Mario Schifano,1934.0,64.0,10.0,8.5,Polaroid,1.0,1970.0,36.0,6431.4,8575.2,6752.97,10,85.0,1
John C. Kacere,1920.0,79.0,138.0,199.6,Beth III,1.0,1973.0,53.0,12862.8,19294.2,67529.7,1,27544.8,1
John Chilver,1964.0,58.0,140.0,200.0,Early Learning,4.5,2002.0,38.0,1071.9,1607.85,4321.9,1,126000.0,0
Simon Linke,1958.0,64.0,29.0,22.2,Ralph Lauren,1.0,2005.0,47.0,2143.8,3215.7,2025.89,1,643.8,0
Lawrence Weiner,1940.0,82.0,40.0,50.5,The pursuit of happiness,1.0,2003.0,63.0,5359.5,7503.3,10129.46,10,2020.0,0
Hans Hartung,1904.0,85.0,50.2,65.2,T1973-H7,1.0,1973.0,69.0,32157.0,42876.0,87788.61,1,3273.0400000000004,1
Paul Jenkins,1923.0,89.0,95.6,129.0,Phenomena Winter Solstice,1.0,1986.0,63.0,21438.0,32157.0,25661.29,1,12332.4,1
Robert Rauschenberg,1925.0,83.0,36.5,29.0,34 Tavole per l'inferno di Dante,1.0,1965.0,40.0,4287.6,6431.4,4727.08,10,1058.5,1
Emilio Isgrò,1937.0,85.0,79.0,54.0,Libro cancellato,1.0,1972.0,35.0,7503.3,10719.0,16207.13,7,4266.0,0
Fausto Melotti,1901.0,85.0,50.0,35.6,Senza titolo,1.7,1973.0,72.0,8575.2,12862.8,12155.35,2,3026.0,1
Carla Accardi,1924.0,90.0,35.2,49.6,Senza titolo,1.0,1956.0,32.0,5359.5,7503.3,17557.72,10,1745.9200000000003,1
Giorgio Griffa,1936.0,86.0,72.0,106.5,Due colori,1.0,1978.0,42.0,10719.0,16078.5,32414.26,1,7668.0,0
Agostino Bonalumi,1935.0,78.0,100.0,100.0,Giallo,1.0,1979.0,44.0,32157.0,42876.0,56724.95,10,10000.0,1
Mario Ballocco,1913.0,95.0,79.5,79.5,Effetto spaziale in progressione di chiarezze di blu,1.0,1970.0,57.0,10719.0,16078.5,8103.56,1,6320.25,1
Enzo Mari,1932.0,90.0,98.5,98.5,Struttura 1215/A,1.0,1976.0,44.0,6431.4,8575.2,22960.1,10,9702.25,0
Mauro Staccioli,1937.0,85.0,37.5,38.0,Equilibrio sospeso,2.4,2000.0,63.0,5359.5,7503.3,7428.27,2,3420.0,0
Emilio Scanavino,1922.0,64.0,100.2,100.2,Tramatura,1.0,1974.0,52.0,10719.0,12862.8,27011.88,1,10040.04,1
Arman,1928.0,77.0,125.0,65.0,Squeezed,60.0,1987.0,59.0,8575.2,12862.8,32414.26,10,487500.0,1
Asger Jorn,1914.0,59.0,70.0,50.0,Personnage,1.0,1956.0,42.0,42876.0,64314.0,54023.76,1,3500.0,1
Francesco Clemente,1952.0,70.0,109.0,80.0,Palladium Urobouros,6.5,1985.0,33.0,16078.5,21438.0,24310.69,1,56680.0,0
Massimo Campigli,1895.0,76.0,81.5,111.5,Spiaggia / Donne sulla spiaggia,1.0,1954.0,59.0,32157.0,42876.0,101294.55,1,9087.25,1
Fausto Pirandello,1889.0,86.0,98.6,123.0,Bagnanti al pesce,1.0,1949.0,60.0,21438.0,32157.0,25661.29,1,12127.8,1
Afro,1912.0,64.0,56.0,80.5,Senza titolo,1.0,1969.0,57.0,42876.0,64314.0,54023.76,1,4508.0,1
Emilio Vedova,1919.0,87.0,30.0,20.0,Pagina di diario '95-2,1.0,1995.0,76.0,12862.8,19294.2,13516.66,1,600.0,1
Emilio Vedova,1919.0,87.0,37.3,27.3,Spagna,1.0,1971.0,52.0,6431.4,8575.2,7428.27,7,1018.29,1
Lucio Fontana,1899.0,69.0,4.0,25.0,Piatto: Concetto spaziale,1.0,1960.0,61.0,10719.0,16078.5,14856.53,5,100.0,1
Lucio Fontana,1899.0,69.0,35.0,24.5,Studio per tessuto,1.0,1953.0,54.0,8575.2,12862.8,12155.35,10,857.5,1
Piero Manzoni,1933.0,30.0,18.0,307.0,"Linea m 3,10 (frammento)",1.0,1959.0,26.0,16078.5,21438.0,21609.5,7,5526.0,1
René Magritte,1898.0,69.0,20.2,12.6,Chameau et fenêtre,1.0,1964.0,66.0,5359.5,7503.3,13505.94,4,254.51999999999998,1
Cy Twombly,1928.0,94.0,35.0,47.0,White Rabbit,1.0,1966.0,38.0,8575.2,12862.8,40517.82,4,1645.0,0
Fausto Melotti,1901.0,85.0,32.5,39.5,Senza titolo,4.7,1950.0,49.0,19294.2,26797.5,20258.91,10,6033.625,1
Fausto Melotti,1901.0,85.0,43.7,33.0,Vaso,14.0,1956.0,55.0,10719.0,16078.5,35115.44,10,20189.4,1
